short_name
L. Messi
L. Melgarejo
L. Melano
L. Mendoza
L. Menossi
L. Mena
L. Mengual
L. Memushaj
L. Modrić
L. Montes
L. Monzón
L. Monje
L. Monelle
L. Moore
L. Mokgothu
L. Mosquera
L. Moralejo
L. Morales
L. Morgan
L. Morosini
L. Molyneux
L. Mousset
L. Marković
L. Marrone
L. Marín
L. Martínez
L. Martin
L. Martinelli
L. Martorano
L. Marshall
L. Marsden
L. Mabiala
L. Mathis
L. Madinda
L. Madej
L. Magallán
L. Maguire
L. Masalesa
L. Majoro
L. Mazzoni
L. MacLeod
L. Mancuso
L. Malagón
L. Maldonado
L. Muriel
L. Murillo
L. Murphy
L. Mulemo
L. Mulholland
L. Musto
L. McGugan
L. Mchedlidze
L. McCormick
L. McCulloch
L. McCullough
L. McAlinden
L. Milivojević
L. Miller
L. Milesi
L. Michel
L. Miranda
L. Miracoli
L. Mierzejewski
L. Minshull
L. M'Pasi
L. Suárez
L. Sutton
L. Stindl
L. Steele
L. Staw
L. Staiti
L. Stubhaug
L. Stone
L. Sané
L. Sandoval
L. Santelices
L. Santamaría
L. Saritama
L. Sadiku
L. Sam
L. Salvesen
L. Schøne
L. Schmitz
L. Schaub
L. Schwechlen
L. Schenkel
L. Scholl
L. Schubert
L. Scaglia
L. Scaloni
L. Shaw
L. Shankland
L. Siligardi
L. Silva
L. Simón
L. Simpson
L. Somoza
L. Sobiech
L. Sowah
L. Souchaud
L. Skorupski
L. Seijas
L. Sepe
L. Sercombe
L. Szukała
L. Sylvestre
L. Slagveer
L. Slade
L. Sliskovic
L. Sánchez
L. Spinazzola
L. Spendlhofer
L. Spalvis
L. Baines
L. Bangoura
L. Barrios
L. Barrogios
L. Barrera
L. Barnett
L. Barnard
L. Bacela
L. Bacuna
L. Baal
L. Balbi
L. Baker
L. Baxter
L. Bender
L. Benegas
L. Benito
L. Benítez
L. Bernardi
L. Berry
L. Berardocco
L. Bergström
L. Bertone
L. Belingheri
L. Bell
L. Becchio
L. Becerra
L. Best
L. Bevacqua
L. Beevers
L. Bonucci
L. Bonnart
L. Bonnefoi
L. Bontempo
L. Bolaños
L. Boyce
L. Boyé
L. Bostyn
L. Bobe
L. Biglia
L. Bittencourt
L. Bittante
L. Bielák
L. Britton
L. Bridcutt
L. Brattan
L. Broź
L. Broxham
L. Brănescu
L. Buxton
L. Butelle
L. Burián
L. Burnet
L. Burliga
L. Burge
L. Buysens
L. Bucchi
L. Blanchard
L. Byrne
L. Béland-Goyette
L. Piszczek
L. Pisculichi
L. Pionnier
L. Pittinari
L. Pineda
L. Pico
L. Pidgeley
L. Pilling
L. Perrin
L. Perea
L. Peltier
L. Petry
L. Pratto
L. Prichoda
L. Price
L. Prosser
L. Podolski
L. Ponzio
L. Poggi
L. Povea
L. Paredes
L. Parodi
L. Parris
L. Paramatti
L. Pavoletti
L. Pavez
L. Palos
L. Palmer
L. Palmiero
L. Palun
L. Payares
L. Paulussen
L. Pause
L. Pagliarulo
L. Page
L. Paganini
L. Pasciuti
L. Pajoy
L. Paqarada
L. Páez
L. Pérez
L. Pérez Godoy
L. Pugh
L. Phiri
L. Koscielny
L. Kozák
L. Koné
L. Koch
L. Kurzawa
L. Kweuke
L. Krejčí
L. Kruse
L. Kruspzky
L. Krajnc
L. Krogh Gerson
L. Kryger
L. Karius
L. Karaboué
L. Kassi
L. Köteles
L. Kitambala
L. Kinsella
L. Kübler
L. Klostermann
L. Kelly
L. Kearney
L. Rémy
L. Romagnoli
L. Romero
L. Rossettini
L. Rose
L. Rosenior
L. Rodríguez
L. Rodrigues
L. Robles
L. Robinson
L. Rolón
L. Rougeaux
L. Rotpuller
L. Rooney
L. Ruiz
L. Rupp
L. Rigoni
L. Rinaudo
L. Ridgewell
L. Ridehalgh
L. Rizzo
L. Rise
L. Ricciardi
L. Refaelov
L. Rey
L. Reyes
L. Reija
L. Reddy
L. Remedi
L. Reed
L. Ríos
L. Ramos
L. Raeder
L. Ralte
L. Insigne
L. Immers
L. Isgrove
L. Donovan
L. Donnelly
L. Douniama
L. Doucouré
L. Domínguez
L. Doyley
L. Dodds
L. Dos Santos
L. Diarra
L. Digne
L. Diony
L. De Silvestri
L. De Bock
L. Deaux
L. Desábato
L. Depoitre
L. Del Prete
L. Delgado
L. DeVere
L. Dendoncker
L. Denner
L. Duarte
L. Dunk
L. Dubois
L. Dyer
L. Díaz
L. Daniels
L. Davis
L. Davids
L. Davies
L. Dalla Costa
L. Daury
L. Dahl
L. D'Ath
L. Traoré
L. Trałka
L. Trotter
L. Toni
L. Tonelli
L. Tomlin
L. Touré
L. Toshney
L. Thy
L. Thürauer
L. Thomas
L. Thompson
L. Thomsen
L. Tipton
L. Telles
L. Tesák
L. Taylor
L. Tankulic
L. Taurino
L. Tymiński
L. Holtby
L. Holmes
L. Houri
L. Hodson
L. Hoyos
L. Hornby
L. Hogan
L. Hradecky
L. Hyam
L. Hinterseer
L. Hirschfeld
L. Henríquez
L. Henkinet
L. Henderson
L. Heinze
L. Hernández
L. Hearn
L. Hanzel
L. Hall
L. Hawkins
L. Hurtado
L. Hurst
L. Hughes
L. Höbarth
L. Cana
L. Cano
L. Cattermole
L. Castaignos
L. Castaldo
L. Castro
L. Castellazzi
L. Castellanos
L. Castiglia
L. Castillo
L. Casanova
L. Caldirola
L. Calderón
L. Cadamuro
L. Caddis
L. Cavanda
L. Camp
L. Cardozo
L. Carole
L. Cargnino
L. Cabrera
L. Caballero
L. Capezzi
L. Cigarini
L. Ciman
L. Citti
L. Christodoulopoulos
L. Chambers
L. Chadwick
L. Chichizola
L. Choutesiotis
L. Chetti
L. Chávez
L. Crisetig
L. Crecco
L. Croft
L. Cramer
L. Ceppitelli
L. Ceccarelli
L. Cecchini
L. Ceballos
L. Cufré
L. Cueto
L. Cuesta
L. Colitto
L. Cole
L. Collins
L. Cooper
L. Cook
L. Cox
L. Conlan
L. Contin
L. Clarke
L. Clarkson
L. Cárdenas
L. Fer
L. Fernández
L. Fernandes
L. Ferguson
L. Fejsa
L. Feeney
L. Feudjou
L. Fabiański
L. Fariña
L. Faravelli
L. Falcone
L. Fall
L. Franco
L. Frecklington
L. Freeman
L. Figueroa
L. Finazzi
L. Filippini
L. Fioravanti
L. Fitzgerald
L. Fuentes
L. Forte
L. Flatley
L. Osman
L. Ocampos
L. Obraniak
L. Orbán
L. Orozco
L. Ontivero
L. O'Neil
L. O'Neill
L. Oyebanjo
L. Olum
L. de Jong
L. de Sa
L. Narsingh
L. Narváez
L. Nangis
L. Nabab
L. Navarro
L. Naylor
L. N'Guemo
L. Nguyen
L. Ngwat Mahop
L. Neagle
L. Neal
L. Nestor
L. Nomenjanahary
L. Noriega
L. Norris
L. Novak
L. Noble
L. Nolan
L. Nicholls
L. Nilsson
L. Nielsen
L. Néry
L. Nyatanga
L. Nshole Makondi
L. Nunzella
L. Núñez
L. Andreasen
L. Andersen
L. Antonelli
L. Antonini
L. Antei
L. Antal
L. Anania
L. Acosta
L. Acevedo
L. Albertengo
L. Ali Abdi
L. Alessandra
L. Al Mesjen
L. Ariaudo
L. Arias
L. Arenas
L. Aveldaño
L. Ainsworth
L. Advíncula
L. Aued
L. Augustinsson
L. Ayling
L. Aycicek
L. Atakora
L. Azouni
L. Ashcroft
L. Abergel
L. Akins
L. Agnew
L. Ajorque
L. López
L. Lobos
L. Lollo
L. Loroña
L. Longridge
L. Lozoya
L. LuaLua
L. Lucas
L. Landre
L. Lawrence
L. Lacroix
L. Labylle
L. Lambooij
L. Laing
L. Lazo
L. Licht
L. Lita
L. Libbra
L. Lindsay
L. Lindbjerg
L. Lima
L. Leguizamón
L. Legge
L. Lekgwathi
L. Lezzerini
L. Lynch
L. Vangioni
L. Van Eenoo
L. Valencia
L. Valenzuela
L. Valzania
L. Varney
L. Vasquez
L. Vaughan
L. Vyntra
L. Vietto
L. Vilsvik
L. Villalba
L. Villagra
L. Vibe
L. Vitale
L. Vácha
L. Vásquez
L. Veldwijk
L. Vella
L. Vera
L. Vesco
L. Venuti
L. Vumbi Bundu
L. Goretzka
L. Gomis
L. González
L. Gonnelli
L. Gooch
L. Goulding
L. Greco
L. Grech
L. Gregory
L. Greaves
L. Griffiths
L. Grimi
L. Grill
L. Grabban
L. Grant
L. Grozurek
L. Gil
L. Giorgi
L. Giovini
L. Giannetti
L. Giannone
L. Gassama
L. Gashi
L. Garguła
L. Garrido
L. Garritano
L. Garbutt
L. García
L. Garate
L. Gamboa
L. Gatto
L. Gallacher
L. Gallotti
L. Guttridge
L. Gutiérrez
L. Guillon
L. Guantone
L. Gülen
L. Unnerstall
L. Ulloa
L. Jacobsen
L. Jackson
L. Jara
L. James
L. Janson
L. Jutkiewicz
L. Jiménez
L. Jessen
L. Jerez Silva
L. Jensen
L. Jones
L. Joyce
L. Jäger
L. Wilkshire
L. Wilkinson
L. Williams
L. Williamson
L. Wilson
L. Wílchez
L. Wallace
L. Walbrecq
L. Wahlqvist
L. Wakefield
L. Woudenberg
L. Wroński
L. Whelan
L. Quiñónes
L. Quiñones
L. Quintana
L. Đorđević
L. Estacio
L. Esqueda
L. Ebecilio
L. Ezquerra
L. Evans
L. Erwin
L. Eriksen
L. Załuska
L. Zander
L. Zarandia
L. Zsidai
L. Zouma
L. Zelarrayán
L. Zejdler
L. Zuffi
L. Zuta
L. Zwoliński
L. Zino
L. Yoro
L. Young
L. Öztunali
L. Öhman
Lucas
Lucas Leiva
Lucas Piazon
Lucas Pérez
Lucas Porcar
Lucas João
Lucas Silva
Lucas Souza
Lucas Vázquez
Lucas Evangelista
Lucas Gafarot
Lucas Guedes
Lucas Mineiro
Luiz
Luiz Gustavo
Luiz Adriano
Luisão
Luisinho
Luis Alberto
Luis Silva
Luis Fernández
Luis Valcarce
Luis Ruiz
Luis Rioja
Luismi
Luís Neto
Luís Martins
Luís Miguel
Luís Hernández
Luís Tinoco
Luís Gustavo
Luís Aurélio
Luís Olim
Luís Rocha
Luíz Carlos
Luna
Luan
Luso
Lupeta
Leandro
Leandro Castán
Leandro Salino
Leandro Souza
Leandro Pimenta
Leandro Augusto
Leandrinho
Lee
Lee Dong Gook
Lee Chung Yong
Lee Chun Soo
Lee Chang Min
Lee Seung Gi
Lee Seung Yeoul
Lee Seung Hee
Lee Seul Chan
Lee Seok Hyun
Lee Sang Hup
Lee Sang Hyeob
Lee Sang Hee
Lee Jong Ho
Lee Jong Sung
Lee Joong Kwon
Lee Jae Sung
Lee Jae Myung
Lee Jae An
Lee Jae Won
Lee Ju Yong
Lee Jung Hyup
Lee Yong
Lee Yong Gi
Lee Yun Pyo
Lee Kyu Ro
Lee Kang Jin
Lee Kwang Hyuk
Lee Kwang Hoon
Lee Hyun Seung
Lee Hyun Ho
Lee Hyun Woong
Lee Hyo Kyun
Lee Hoo Kwon
Lee Han Saem
Lee Hak Min
Lee Hui Sung
Lee Bum Soo
Lee Woong Hee
Lee Woo Seok
Leonardo
Leo Baptistao
Leo Ramírez
Leozinho
Lekue
Llorente
Lima
Lim Jong Eun
Lim Ha Ram
Licá
Lino
Lionn
Lillo
Lafita
Lafuente
Lanzarote
Laure
Laguardia
Laro
Lora
Lombán
Lopo
Lopez Garai
Lolo
Lolo Plá
Lolo Pavón
Longás
López Silva
Léo Itaperuna
Cristian
Cristiano
Cristiano Ronaldo
Cristian Tello
Cristian Herrera
Cristian Ceballos
Cristian Gómez
Cristian Fernandez
Cristian Fernández
Cristo Martín
Cristobal
Crivellaro
Crespo
Crespí
C. Tévez
C. Tioté
C. Tierney
C. Tigroudja
C. Träsch
C. Trimmel
C. Trejo
C. Treviño
C. Trueman
C. Tosun
C. Toselli
C. Tolisso
C. Torres
C. Took
C. Touré
C. Townsend
C. Théréau
C. Thomas
C. Thompson
C. Thomson
C. Tătăruşanu
C. Terzi
C. Terlizzi
C. Telo
C. Temel
C. Tula
C. Taylor
C. Tainmont
C. Tanner
C. Marchisio
C. Marica
C. Martin
C. Martina
C. Martínez
C. Martínez Borja
C. Martschinko
C. Marshall
C. Marrugo
C. Maggio
C. Maguire
C. Magaña
C. Makiadi
C. Maldonado
C. Mallace
C. Malele
C. Mavinga
C. Mavrias
C. Maidana
C. Main
C. Mackail-Smith
C. MacGillivray
C. Mandanne
C. Mansanelli
C. Mancilla
C. Mannella
C. Matheu
C. Mathenia
C. Matombo
C. Mammarella
C. Maury
C. Mahoney
C. Mahony
C. Mafoumbi
C. Maxwell
C. M'Bengué
C. Moritz
C. Morales
C. Morgan
C. Morris
C. Morrison
C. Molinaro
C. Mongongu
C. Monsalvo
C. Moţi
C. Moore
C. Mosquera
C. Mbemba
C. McManaman
C. McCann
C. McCormack
C. McGregor
C. McGrandles
C. McGeehan
C. McGuigan
C. McGahan
C. McDonald
C. McAleny
C. McFadzean
C. McHugh
C. McLaughlin
C. Meli
C. Medjani
C. Mena
C. Meneses
C. Meppen-Walter
C. Mulgrew
C. Mulhall
C. Muñoz
C. Musonda
C. Murray
C. Murphy
C. Myers
C. Millar
C. Mingiedi
C. Miranda
C. Bravo
C. Brannagan
C. Brady
C. Braham-Barrett
C. Brunt
C. Brunner
C. Bryson
C. Brüls
C. Brown
C. Brooks
C. Brennan
C. Bacca
C. Barr
C. Barrertos
C. Barrett
C. Barbosa
C. Barson
C. Baird
C. Baeza
C. Battocchio
C. Badin
C. Basham
C. Ball
C. Balatoni
C. Banya
C. Benteke
C. Benschop
C. Berra
C. Bermúdez
C. Beauvue
C. Beardsley
C. Belghazouani
C. Bell
C. Bejarano
C. Bedia
C. Budescu
C. Burke
C. Burgess
C. Burton
C. Buchtmann
C. Bunino
C. Bovo
C. Borges
C. Bonilla
C. Bone
C. Bocanegra
C. Bockhorni
C. Bourbos
C. Bolger
C. Blanco
C. Biraghi
C. Birinci
C. Birchall
C. Bieler
C. Báez
C. Byrne
C. Eriksen
C. Erkin
C. Erbes
C. Emenike
C. Embalo
C. Esquivel
C. Espinosa
C. Escobar
C. Escobedo
C. Escudero
C. Eigler
C. Edwards
C. Evans
C. Evina
C. Eastmond
C. Eloundou
C. Elizalde
C. Elliott
C. Ekangamene
C. Ekstrand Hamrén
C. Vela
C. Vergara
C. Venegas
C. Vargas
C. Varrault
C. Valdés
C. Valdez
C. Valdovinos
C. Valenzuela
C. Valencia
C. Valeri
C. Valoyes
C. Vilches
C. Villanueva
C. Villaluz
C. Vicento
C. Carrasso
C. Carbonero
C. Carmona
C. Carlsson
C. Cambon
C. Campos
C. Camps
C. Casey
C. Casteglione
C. Cathcart
C. Cato
C. Capuano
C. Canuhé
C. Cangá
C. Cannon
C. Calcutt
C. Calvert
C. Cadden
C. Chantôme
C. Chantler
C. Chambers
C. Chapman
C. Chávez
C. Christie
C. Christensen
C. Chimino
C. Clemens
C. Clements
C. Clark
C. Clifford
C. Cole
C. Collao
C. Cohen
C. Conway
C. Coosemans
C. Coralli
C. Corvalán
C. Cortés
C. Coady
C. Costly
C. Cuevas
C. Ceballos
C. Circolo
C. Cropper
C. Crowe
C. Craft
C. Cárdenas
C. Dempsey
C. Delgado
C. Del Grosso
C. De Giorgi
C. Dessers
C. Deutschmann
C. Diabaté
C. Diarra
C. Diandy
C. Dibon
C. Dibble
C. Diogo
C. Dielna
C. Diers
C. Dickinson
C. Davies
C. David
C. Dawson
C. Dawes
C. Dagnall
C. Daniel
C. Daniels
C. Day
C. Da Costa
C. Djakpa
C. Djeugoue
C. D'Ulivo
C. Donaldson
C. Donis
C. Doyle
C. Dobnik
C. Doukouré
C. Doumbia
C. Díaz
C. Duvall
C. Dunn
C. Dunne
C. Dummigan
C. Duggan
C. Duke
C. Dreyer
C. Immobile
C. Izquierdoz
C. Ikeme
C. Itandje
C. Irwin
C. Ibáñez
C. Ivanobski
C. I'Anson
C. Pizarro
C. Pinzón
C. Piccini
C. Piarrou
C. Pantilimon
C. Pander
C. Pasquato
C. Palomeque
C. Palacios
C. Patterson-Sewell
C. Pagenburg
C. Pain
C. Peña
C. Peñaranda
C. Pereyra
C. Pellerano
C. Puggioni
C. Pérez
C. Pontius
C. Pontoni
C. Pouga
C. Polito
C. Porter
C. Philipps
C. Platt
